source,dest,diagnosis,referrals
BS14 0SU,BS10 5NB,Infections with predominantly sexual mode of transmission,0
BS14 0SU,BS10 5NB,Other infectious and parasitic disorders,0
BS14 0SU,BS10 5NB,Viral infections of the central nervous system,0
BS14 0SU,BS10 5NB,Arthropod-borne viral fevers & viral haemorrhagic fevers,0
BS14 0SU,BS10 5NB,Viral infections characterized by skin & mucous mem. lesns.,0
BS14 0SU,BS10 5NB,Viral hepatitis,0
BS14 0SU,BS10 5NB,Human immunodeficiency virus [HIV] disease,0
BS14 0SU,BS10 5NB,Other viral diseases,3
BS14 0SU,BS10 5NB,Mycoses,0
BS14 0SU,BS10 5NB,Protozoal diseases,0
BS14 0SU,BS10 5NB,Helminthiases,0
BS14 0SU,BS10 5NB,Other infectious and parasitic diseases,0
BS14 0SU,BS10 5NB,Malignant neoplasm of lip-oral cavity and pharynx,1
BS14 0SU,BS10 5NB,Malignant neoplasm of digestive organs,6
BS14 0SU,BS10 5NB,Malignant neoplasms of respiratory & intrathoracic organs,3
BS14 0SU,BS10 5NB,Malignant neoplasm of bone and articular cartilage,0
BS14 0SU,BS10 5NB,Malignant neoplasms of skin,3
BS14 0SU,BS10 5NB,Malignant neoplasms of mesothelial and soft tissue,1
BS14 0SU,BS10 5NB,Malignant neoplasm of breast,5
BS14 0SU,BS10 5NB,Malignant neoplasms of female genital organs,2
BS14 0SU,BS10 5NB,Malignant neoplasms of male genital organs,2
BS14 0SU,BS10 5NB,Malignant neoplasms of urinary tract,2
BS14 0SU,BS10 5NB,"Malignant neoplasms of eye, brain & other parts of CNS",0
BS14 0SU,BS10 5NB,Malignant neoplsm. of thyroid and oth. endo. Glands etc,4
BS14 0SU,BS10 5NB,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",9
BS14 0SU,BS10 5NB,In situ & benign neoplasms and others of uncertainty,10
BS14 0SU,BS10 5NB,Anaemias,7
BS14 0SU,BS10 5NB,Diseases of the blood and blood-forming organs,2
BS14 0SU,BS10 5NB,Disorders of thyroid gland,0
BS14 0SU,BS10 5NB,Diabetes Mellitus,1
BS14 0SU,BS10 5NB,Endocrine nutritional and metabolic diseases,5
BS14 0SU,BS10 5NB,Dementia,0
BS14 0SU,BS10 5NB,Other organic including symptomatic mental disorders,1
BS14 0SU,BS10 5NB,Mental and behavioural disorders due to psychoactive subst.,1
BS14 0SU,BS10 5NB,"Schizophrenia, schizotypal and delusional disorders",1
BS14 0SU,BS10 5NB,Mood [affective] disorders,1
BS14 0SU,BS10 5NB,"Neurotic, behavioural & personality disorders",1
BS14 0SU,BS10 5NB,Mental retardation,0
BS14 0SU,BS10 5NB,Other mental and behavioural disorders,0
BS14 0SU,BS10 5NB,Inflammatory diseases of the central nervous system,0
BS14 0SU,BS10 5NB,Other degenerative diseases (incl. Alzheimer).,0
BS14 0SU,BS10 5NB,Extrapyramidal & movement disorders (incl. Parkinsonism).,0
BS14 0SU,BS10 5NB,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,1
BS14 0SU,BS10 5NB,"Epilepsy, migraine & other episodic disorders",3
BS14 0SU,BS10 5NB,Other diseases & disorders of the nervous syst.,3
BS14 0SU,BS10 5NB,Cerebral palsy & other paralytic syndromes,0
BS14 0SU,BS10 5NB,Other disorders of the eye etc,5
BS14 0SU,BS10 5NB,Disorders of conjunctiva (including conjunctivitis),0
BS14 0SU,BS10 5NB,Disorders of lens (including cataracts),10
BS14 0SU,BS10 5NB,Glaucoma,1
BS14 0SU,BS10 5NB,Diseases of the ear and mastoid process,2
BS14 0SU,BS10 5NB,Rheumatic heart disease,0
BS14 0SU,BS10 5NB,Hypertensive diseases,1
BS14 0SU,BS10 5NB,Ischaemic heart diseases,6
BS14 0SU,BS10 5NB,Pulmonary heart disease & diseases of pulmonary circulation,1
BS14 0SU,BS10 5NB,Other forms of heart disease,7
BS14 0SU,BS10 5NB,Cerebrovascular diseases,3
BS14 0SU,BS10 5NB,"Diseases of arteries, arterioles & capillaries",1
BS14 0SU,BS10 5NB,Diseases of veins & lymphatic system nec.,2
BS14 0SU,BS10 5NB,Other & unspecified disorders of the circulatory system,1
BS14 0SU,BS10 5NB,Acute upper respiratory infections,4
BS14 0SU,BS10 5NB,Influenza & pneumonia,7
BS14 0SU,BS10 5NB,Other acute lower respiratory infections,4
BS14 0SU,BS10 5NB,Other diseases of upper respiratory tract,2
BS14 0SU,BS10 5NB,Chronic lower respiratory diseases,5
BS14 0SU,BS10 5NB,Lung diseases due to external agents,1
BS14 0SU,BS10 5NB,Other diseases of the respiratory system,2
BS14 0SU,BS10 5NB,"Diseases of oral cavity, salivary glands & jaws",6
BS14 0SU,BS10 5NB,"Diseases of oesophagus, stomach & duodenum",10
BS14 0SU,BS10 5NB,Diseases of appendix,1
BS14 0SU,BS10 5NB,Hernia,5
BS14 0SU,BS10 5NB,Noninfective enteritis & colitis,6
BS14 0SU,BS10 5NB,Other diseases of intestines,15
BS14 0SU,BS10 5NB,Diseases of peritoneum,0
BS14 0SU,BS10 5NB,Diseases of liver,1
BS14 0SU,BS10 5NB,"Disorders of gall bladder, biliary tract & pancreas",5
BS14 0SU,BS10 5NB,Other diseases of the digestive system,3
BS14 0SU,BS10 5NB,Other infections and disorders of the skin,7
BS14 0SU,BS10 5NB,Dermatitis and eczema,0
BS14 0SU,BS10 5NB,Papulosquamous disorders (including Psoriasis),0
BS14 0SU,BS10 5NB,Urticaria and erythems,0
BS14 0SU,BS10 5NB,Arthropathies,14
BS14 0SU,BS10 5NB,Systemic connective tissue disorders,1
BS14 0SU,BS10 5NB,Dorsopathies,7
BS14 0SU,BS10 5NB,Soft tissue disorders,6
BS14 0SU,BS10 5NB,Osteopathies and chondropathies,2
BS14 0SU,BS10 5NB,Other disorders of the musculoskeletal system & conn. tiss.,0
BS14 0SU,BS10 5NB,Diseases of the kidney,2
BS14 0SU,BS10 5NB,Renal failure,2
BS14 0SU,BS10 5NB,Urolithiasis,2
BS14 0SU,BS10 5NB,Other disorders of kidney & ureter,0
BS14 0SU,BS10 5NB,Other diseases of the urinary system,6
BS14 0SU,BS10 5NB,Diseases of male genital organs,3
BS14 0SU,BS10 5NB,Disorders of breast,0
BS14 0SU,BS10 5NB,Inflammatory diseases of female pelvic organs,1
BS14 0SU,BS10 5NB,Noninflammatory disorders of female genital tract,5
BS14 0SU,BS10 5NB,Other disorders of the genitourinary system,0
BS14 0SU,BS10 5NB,Pregnancy with abortive outcome,3
BS14 0SU,BS10 5NB,Complications of labour and delivery,24
BS14 0SU,BS10 5NB,Delivery,1
BS14 0SU,BS10 5NB,Complications of fetus/neonate affected by maternal,0
BS14 0SU,BS10 5NB,Other conditions originating in the perinatal period,6
BS14 0SU,BS10 5NB,Congenital malformations,2
BS14 0SU,BS10 5NB,Chromosomal abnormalities nec.,0
BS14 0SU,BS10 5NB,Symptoms & signs inv. the circulatory/respiratory system,10
BS14 0SU,BS10 5NB,Symptoms & signs inv. the digestive system & abdomen,13
BS14 0SU,BS10 5NB,Symptoms & signs inv. the skin & subcutaneous tissue,1
BS14 0SU,BS10 5NB,Symptoms & signs inv. the nervous & musculoskeletal sys.,2
BS14 0SU,BS10 5NB,Symptoms & signs involving the urinary system,2
BS14 0SU,BS10 5NB,Symptoms & signs inv. Cognition perception etc.,2
BS14 0SU,BS10 5NB,Symptoms & signs inv. speech & voice,0
BS14 0SU,BS10 5NB,General symptoms & signs,7
BS14 0SU,BS10 5NB,Unknown & unspecified causes of morbidity,4
BS14 0SU,BS10 5NB,Abnormal findings of bodily fluids or samples without diag.,1
BS14 0SU,BS10 5NB,Abnormal findings on diagnostic imaging/function studies,1
BS14 0SU,BS10 5NB,Injuries to the head,4
BS14 0SU,BS10 5NB,Injuries to the neck,0
BS14 0SU,BS10 5NB,Injuries to the thorax,1
BS14 0SU,BS10 5NB,"Injuries to abdomen, lower back, lumbar spine & pelvis",1
BS14 0SU,BS10 5NB,Injuries to the shoulder & upper arm,1
BS14 0SU,BS10 5NB,Injuries to the elbow & forearm,2
BS14 0SU,BS10 5NB,Injuries to the wrist & hand,2
BS14 0SU,BS10 5NB,Injuries to the hip & thigh,2
BS14 0SU,BS10 5NB,Injuries to the knee & lower leg,2
BS14 0SU,BS10 5NB,Injuries to the ankle & foot,0
BS14 0SU,BS10 5NB,Injuries involving multiple body regions,0
BS14 0SU,BS10 5NB,Injuries to unspecified part of trunk limb or body,0
BS14 0SU,BS10 5NB,Effects of foreign body entering through natural orifice,0
BS14 0SU,BS10 5NB,Burns and corrosions,0
BS14 0SU,BS10 5NB,Frostbite,0
BS14 0SU,BS10 5NB,Poisonings by drugs medicaments & biological substances,3
BS14 0SU,BS10 5NB,Tox. effcts. of substnces. chiefly non-medicinal as to source,0
BS14 0SU,BS10 5NB,Other and unspecified effects of external causes,0
BS14 0SU,BS10 5NB,Certain early complications of trauma,0
BS14 0SU,BS10 5NB,Complications of surgical & medical care nec.,5
BS14 0SU,BS10 5NB,Sequelae of injuries of poisoning & other consequences,0
BS14 0SU,BS10 5NB,Provisional assignment of new diseases of uncertain etiology,0
BS14 0SU,BS10 5NB,Bacterial agents resistant to antibiotics,0
BS14 0SU,BS10 5NB,Examination and investigation,7
BS14 0SU,BS10 5NB,Potential health hazards related to communicable diseases,0
BS14 0SU,BS10 5NB,Health services in circumstances related to reproduction,12
BS14 0SU,BS10 5NB,Persons encountering health services for specific care,3
BS14 0SU,BS10 5NB,Potential health hazards reltd. to socioeconomic & psychosoc.l,0
BS14 0SU,BS10 5NB,Persons encountering health services in other circs.,1
BS14 0SU,BS10 5NB,Persons with potential health hazards related to family,0
BS4 4HU,BS10 5NB,Intestinal infectious diseases,2
BS4 4HU,BS10 5NB,Tuberculosis,0
BS4 4HU,BS10 5NB,Certain bacterial diseases,2
BS4 4HU,BS10 5NB,Infections with predominantly sexual mode of transmission,0
BS4 4HU,BS10 5NB,Other infectious and parasitic disorders,0
BS4 4HU,BS10 5NB,Viral infections of the central nervous system,0
BS4 4HU,BS10 5NB,Arthropod-borne viral fevers & viral haemorrhagic fevers,0
BS4 4HU,BS10 5NB,Viral infections characterized by skin & mucous mem. lesns.,0
BS4 4HU,BS10 5NB,Viral hepatitis,0
BS4 4HU,BS10 5NB,Human immunodeficiency virus [HIV] disease,0
BS4 4HU,BS10 5NB,Other viral diseases,1
BS4 4HU,BS10 5NB,Mycoses,0
BS4 4HU,BS10 5NB,Protozoal diseases,0
BS4 4HU,BS10 5NB,Helminthiases,0
BS4 4HU,BS10 5NB,Other infectious and parasitic diseases,0
BS4 4HU,BS10 5NB,Malignant neoplasm of lip-oral cavity and pharynx,0
BS4 4HU,BS10 5NB,Malignant neoplasm of digestive organs,3
BS4 4HU,BS10 5NB,Malignant neoplasms of respiratory & intrathoracic organs,1
BS4 4HU,BS10 5NB,Malignant neoplasm of bone and articular cartilage,0
BS4 4HU,BS10 5NB,Malignant neoplasms of skin,2
BS4 4HU,BS10 5NB,Malignant neoplasms of mesothelial and soft tissue,0
BS4 4HU,BS10 5NB,Malignant neoplasm of breast,2
BS4 4HU,BS10 5NB,Malignant neoplasms of female genital organs,1
BS4 4HU,BS10 5NB,Malignant neoplasms of male genital organs,1
BS4 4HU,BS10 5NB,Malignant neoplasms of urinary tract,1
BS4 4HU,BS10 5NB,"Malignant neoplasms of eye, brain & other parts of CNS",0
BS4 4HU,BS10 5NB,Malignant neoplsm. of thyroid and oth. endo. Glands etc,2
BS4 4HU,BS10 5NB,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",4
BS4 4HU,BS10 5NB,In situ & benign neoplasms and others of uncertainty,5
BS4 4HU,BS10 5NB,Anaemias,3
BS4 4HU,BS10 5NB,Diseases of the blood and blood-forming organs,1
BS4 4HU,BS10 5NB,Disorders of thyroid gland,0
BS4 4HU,BS10 5NB,Diabetes Mellitus,1
BS4 4HU,BS10 5NB,Endocrine nutritional and metabolic diseases,3
BS4 4HU,BS10 5NB,Dementia,0
BS4 4HU,BS10 5NB,Other organic including symptomatic mental disorders,0
BS4 4HU,BS10 5NB,Mental and behavioural disorders due to psychoactive subst.,1
BS4 4HU,BS10 5NB,"Schizophrenia, schizotypal and delusional disorders",0
BS4 4HU,BS10 5NB,Mood [affective] disorders,0
BS4 4HU,BS10 5NB,"Neurotic, behavioural & personality disorders",0
BS4 4HU,BS10 5NB,Mental retardation,0
BS4 4HU,BS10 5NB,Other mental and behavioural disorders,0
BS4 4HU,BS10 5NB,Inflammatory diseases of the central nervous system,0
BS4 4HU,BS10 5NB,Other degenerative diseases (incl. Alzheimer).,0
BS4 4HU,BS10 5NB,Extrapyramidal & movement disorders (incl. Parkinsonism).,0
BS4 4HU,BS10 5NB,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,1
BS4 4HU,BS10 5NB,"Epilepsy, migraine & other episodic disorders",2
BS4 4HU,BS10 5NB,Other diseases & disorders of the nervous syst.,2
BS4 4HU,BS10 5NB,Cerebral palsy & other paralytic syndromes,0
BS4 4HU,BS10 5NB,Other disorders of the eye etc,3
BS4 4HU,BS10 5NB,Disorders of conjunctiva (including conjunctivitis),0
BS4 4HU,BS10 5NB,Disorders of lens (including cataracts),5
BS4 4HU,BS10 5NB,Glaucoma,0
BS4 4HU,BS10 5NB,Diseases of the ear and mastoid process,1
BS4 4HU,BS10 5NB,Rheumatic heart disease,0
BS4 4HU,BS10 5NB,Hypertensive diseases,0
BS4 4HU,BS10 5NB,Ischaemic heart diseases,3
BS4 4HU,BS10 5NB,Pulmonary heart disease & diseases of pulmonary circulation,0
BS4 4HU,BS10 5NB,Other forms of heart disease,4
BS4 4HU,BS10 5NB,Cerebrovascular diseases,1
BS4 4HU,BS10 5NB,"Diseases of arteries, arterioles & capillaries",1
BS4 4HU,BS10 5NB,Diseases of veins & lymphatic system nec.,1
BS4 4HU,BS10 5NB,Other & unspecified disorders of the circulatory system,0
BS4 4HU,BS10 5NB,Acute upper respiratory infections,2
BS4 4HU,BS10 5NB,Influenza & pneumonia,3
BS4 4HU,BS10 5NB,Other acute lower respiratory infections,2
BS4 4HU,BS10 5NB,Other diseases of upper respiratory tract,1
BS4 4HU,BS10 5NB,Chronic lower respiratory diseases,3
BS4 4HU,BS10 5NB,Lung diseases due to external agents,0
BS4 4HU,BS10 5NB,Other diseases of the respiratory system,1
BS4 4HU,BS10 5NB,"Diseases of oral cavity, salivary glands & jaws",3
BS4 4HU,BS10 5NB,"Diseases of oesophagus, stomach & duodenum",5
BS4 4HU,BS10 5NB,Diseases of appendix,1
BS4 4HU,BS10 5NB,Hernia,2
BS4 4HU,BS10 5NB,Noninfective enteritis & colitis,3
BS4 4HU,BS10 5NB,Other diseases of intestines,7
BS4 4HU,BS10 5NB,Diseases of peritoneum,0
BS4 4HU,BS10 5NB,Diseases of liver,1
BS4 4HU,BS10 5NB,"Disorders of gall bladder, biliary tract & pancreas",2
BS4 4HU,BS10 5NB,Other diseases of the digestive system,2
BS4 4HU,BS10 5NB,Other infections and disorders of the skin,4
BS4 4HU,BS10 5NB,Dermatitis and eczema,0
BS4 4HU,BS10 5NB,Papulosquamous disorders (including Psoriasis),0
BS4 4HU,BS10 5NB,Urticaria and erythems,0
BS4 4HU,BS10 5NB,Arthropathies,7
BS4 4HU,BS10 5NB,Systemic connective tissue disorders,0
BS4 4HU,BS10 5NB,Dorsopathies,4
BS4 4HU,BS10 5NB,Soft tissue disorders,3
BS4 4HU,BS10 5NB,Osteopathies and chondropathies,1
BS4 4HU,BS10 5NB,Other disorders of the musculoskeletal system & conn. tiss.,0
BS4 4HU,BS10 5NB,Diseases of the kidney,1
BS4 4HU,BS10 5NB,Renal failure,1
BS4 4HU,BS10 5NB,Urolithiasis,1
BS4 4HU,BS10 5NB,Other disorders of kidney & ureter,0
BS4 4HU,BS10 5NB,Other diseases of the urinary system,3
BS4 4HU,BS10 5NB,Diseases of male genital organs,1
BS4 4HU,BS10 5NB,Disorders of breast,0
BS4 4HU,BS10 5NB,Inflammatory diseases of female pelvic organs,0
BS4 4HU,BS10 5NB,Noninflammatory disorders of female genital tract,2
BS4 4HU,BS10 5NB,Other disorders of the genitourinary system,0
BS4 4HU,BS10 5NB,Pregnancy with abortive outcome,1
BS4 4HU,BS10 5NB,Complications of labour and delivery,12
BS4 4HU,BS10 5NB,Delivery,0
BS4 4HU,BS10 5NB,Complications of fetus/neonate affected by maternal,0
BS4 4HU,BS10 5NB,Other conditions originating in the perinatal period,3
BS4 4HU,BS10 5NB,Congenital malformations,1
BS4 4HU,BS10 5NB,Chromosomal abnormalities nec.,0
BS4 4HU,BS10 5NB,Symptoms & signs inv. the circulatory/respiratory system,5
BS4 4HU,BS10 5NB,Symptoms & signs inv. the digestive system & abdomen,6
BS4 4HU,BS10 5NB,Symptoms & signs inv. the skin & subcutaneous tissue,0
BS4 4HU,BS10 5NB,Symptoms & signs inv. the nervous & musculoskeletal sys.,1
BS4 4HU,BS10 5NB,Symptoms & signs involving the urinary system,1
BS4 4HU,BS10 5NB,Symptoms & signs inv. Cognition perception etc.,1
BS4 4HU,BS10 5NB,Symptoms & signs inv. speech & voice,0
BS4 4HU,BS10 5NB,General symptoms & signs,4
BS4 4HU,BS10 5NB,Unknown & unspecified causes of morbidity,2
BS4 4HU,BS10 5NB,Abnormal findings of bodily fluids or samples without diag.,0
BS4 4HU,BS10 5NB,Abnormal findings on diagnostic imaging/function studies,0
BS4 4HU,BS10 5NB,Injuries to the head,2
BS4 4HU,BS10 5NB,Injuries to the neck,0
BS4 4HU,BS10 5NB,Injuries to the thorax,0
BS4 4HU,BS10 5NB,"Injuries to abdomen, lower back, lumbar spine & pelvis",0
BS4 4HU,BS10 5NB,Injuries to the shoulder & upper arm,1
BS4 4HU,BS10 5NB,Injuries to the elbow & forearm,1
BS4 4HU,BS10 5NB,Injuries to the wrist & hand,1
BS4 4HU,BS10 5NB,Injuries to the hip & thigh,1
BS4 4HU,BS10 5NB,Injuries to the knee & lower leg,1
BS4 4HU,BS10 5NB,Injuries to the ankle & foot,0
BS4 4HU,BS10 5NB,Injuries involving multiple body regions,0
BS4 4HU,BS10 5NB,Injuries to unspecified part of trunk limb or body,0
BS4 4HU,BS10 5NB,Effects of foreign body entering through natural orifice,0
BS4 4HU,BS10 5NB,Burns and corrosions,0
BS4 4HU,BS10 5NB,Frostbite,0
BS4 4HU,BS10 5NB,Poisonings by drugs medicaments & biological substances,1
BS4 4HU,BS10 5NB,Tox. effcts. of substnces. chiefly non-medicinal as to source,0
BS4 4HU,BS10 5NB,Other and unspecified effects of external causes,0
BS4 4HU,BS10 5NB,Certain early complications of trauma,0
BS4 4HU,BS10 5NB,Complications of surgical & medical care nec.,2
BS4 4HU,BS10 5NB,Sequelae of injuries of poisoning & other consequences,0
BS4 4HU,BS10 5NB,Provisional assignment of new diseases of uncertain etiology,0
BS4 4HU,BS10 5NB,Bacterial agents resistant to antibiotics,0
BS4 4HU,BS10 5NB,Examination and investigation,4
BS4 4HU,BS10 5NB,Potential health hazards related to communicable diseases,0
BS4 4HU,BS10 5NB,Health services in circumstances related to reproduction,6
BS4 4HU,BS10 5NB,Persons encountering health services for specific care,1
BS4 4HU,BS10 5NB,Potential health hazards reltd. to socioeconomic & psychosoc.l,0
BS4 4HU,BS10 5NB,Persons encountering health services in other circs.,0
BS4 4HU,BS10 5NB,Persons with potential health hazards related to family,0
BS48 2XX,BS10 5NB,Intestinal infectious diseases,7
BS48 2XX,BS10 5NB,Tuberculosis,0
BS48 2XX,BS10 5NB,Certain bacterial diseases,7
BS48 2XX,BS10 5NB,Infections with predominantly sexual mode of transmission,0
BS48 2XX,BS10 5NB,Other infectious and parasitic disorders,0
BS48 2XX,BS10 5NB,Viral infections of the central nervous system,0
BS48 2XX,BS10 5NB,Arthropod-borne viral fevers & viral haemorrhagic fevers,0
BS48 2XX,BS10 5NB,Viral infections characterized by skin & mucous mem. lesns.,1
BS48 2XX,BS10 5NB,Viral hepatitis,0
BS48 2XX,BS10 5NB,Human immunodeficiency virus [HIV] disease,0
BS48 2XX,BS10 5NB,Other viral diseases,5
BS48 2XX,BS10 5NB,Mycoses,0
BS48 2XX,BS10 5NB,Protozoal diseases,0
BS48 2XX,BS10 5NB,Helminthiases,0
BS48 2XX,BS10 5NB,Other infectious and parasitic diseases,0
BS48 2XX,BS10 5NB,Malignant neoplasm of lip-oral cavity and pharynx,1
BS48 2XX,BS10 5NB,Malignant neoplasm of digestive organs,12
BS48 2XX,BS10 5NB,Malignant neoplasms of respiratory & intrathoracic organs,5
BS48 2XX,BS10 5NB,Malignant neoplasm of bone and articular cartilage,0
BS48 2XX,BS10 5NB,Malignant neoplasms of skin,7
BS48 2XX,BS10 5NB,Malignant neoplasms of mesothelial and soft tissue,1
BS48 2XX,BS10 5NB,Malignant neoplasm of breast,10
BS48 2XX,BS10 5NB,Malignant neoplasms of female genital organs,3
BS48 2XX,BS10 5NB,Malignant neoplasms of male genital organs,4
BS48 2XX,BS10 5NB,Malignant neoplasms of urinary tract,4
BS48 2XX,BS10 5NB,"Malignant neoplasms of eye, brain & other parts of CNS",1
BS48 2XX,BS10 5NB,Malignant neoplsm. of thyroid and oth. endo. Glands etc,9
BS48 2XX,BS10 5NB,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",17
BS48 2XX,BS10 5NB,In situ & benign neoplasms and others of uncertainty,19
BS48 2XX,BS10 5NB,Anaemias,13
BS48 2XX,BS10 5NB,Diseases of the blood and blood-forming organs,4
BS48 2XX,BS10 5NB,Disorders of thyroid gland,1
BS48 2XX,BS10 5NB,Diabetes Mellitus,3
BS48 2XX,BS10 5NB,Endocrine nutritional and metabolic diseases,10
BS48 2XX,BS10 5NB,Dementia,0
BS48 2XX,BS10 5NB,Other organic including symptomatic mental disorders,1
BS48 2XX,BS10 5NB,Mental and behavioural disorders due to psychoactive subst.,2
BS48 2XX,BS10 5NB,"Schizophrenia, schizotypal and delusional disorders",1
BS48 2XX,BS10 5NB,Mood [affective] disorders,1
BS48 2XX,BS10 5NB,"Neurotic, behavioural & personality disorders",2
BS48 2XX,BS10 5NB,Mental retardation,0
BS48 2XX,BS10 5NB,Other mental and behavioural disorders,0
BS48 2XX,BS10 5NB,Inflammatory diseases of the central nervous system,0
BS48 2XX,BS10 5NB,Other degenerative diseases (incl. Alzheimer).,0
BS48 2XX,BS10 5NB,Extrapyramidal & movement disorders (incl. Parkinsonism).,1
BS48 2XX,BS10 5NB,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,2
BS48 2XX,BS10 5NB,"Epilepsy, migraine & other episodic disorders",6
BS48 2XX,BS10 5NB,Other diseases & disorders of the nervous syst.,6
BS48 2XX,BS10 5NB,Cerebral palsy & other paralytic syndromes,1
BS48 2XX,BS10 5NB,Other disorders of the eye etc,10
BS48 2XX,BS10 5NB,Disorders of conjunctiva (including conjunctivitis),0
BS48 2XX,BS10 5NB,Disorders of lens (including cataracts),20
BS48 2XX,BS10 5NB,Glaucoma,1
BS48 2XX,BS10 5NB,Diseases of the ear and mastoid process,4
BS48 2XX,BS10 5NB,Rheumatic heart disease,0
BS48 2XX,BS10 5NB,Hypertensive diseases,1
BS48 2XX,BS10 5NB,Ischaemic heart diseases,12
BS48 2XX,BS10 5NB,Pulmonary heart disease & diseases of pulmonary circulation,2
BS48 2XX,BS10 5NB,Other forms of heart disease,14
BS48 2XX,BS10 5NB,Cerebrovascular diseases,5
BS48 2XX,BS10 5NB,"Diseases of arteries, arterioles & capillaries",3
BS48 2XX,BS10 5NB,Diseases of veins & lymphatic system nec.,4
BS48 2XX,BS10 5NB,Other & unspecified disorders of the circulatory system,1
BS48 2XX,BS10 5NB,Acute upper respiratory infections,7
BS48 2XX,BS10 5NB,Influenza & pneumonia,13
BS48 2XX,BS10 5NB,Other acute lower respiratory infections,8
BS48 2XX,BS10 5NB,Other diseases of upper respiratory tract,5
BS48 2XX,BS10 5NB,Chronic lower respiratory diseases,11
BS48 2XX,BS10 5NB,Lung diseases due to external agents,1
BS48 2XX,BS10 5NB,Other diseases of the respiratory system,4
BS48 2XX,BS10 5NB,"Diseases of oral cavity, salivary glands & jaws",12
BS48 2XX,BS10 5NB,"Diseases of oesophagus, stomach & duodenum",19
BS48 2XX,BS10 5NB,Diseases of appendix,2
BS48 2XX,BS10 5NB,Hernia,9
BS48 2XX,BS10 5NB,Noninfective enteritis & colitis,11
BS48 2XX,BS10 5NB,Other diseases of intestines,29
BS48 2XX,BS10 5NB,Diseases of peritoneum,0
BS48 2XX,BS10 5NB,Diseases of liver,2
BS48 2XX,BS10 5NB,"Disorders of gall bladder, biliary tract & pancreas",9
BS48 2XX,BS10 5NB,Other diseases of the digestive system,6
BS48 2XX,BS10 5NB,Other infections and disorders of the skin,15
BS48 2XX,BS10 5NB,Dermatitis and eczema,1
BS48 2XX,BS10 5NB,Papulosquamous disorders (including Psoriasis),1
BS48 2XX,BS10 5NB,Urticaria and erythems,0
BS48 2XX,BS10 5NB,Arthropathies,27
BS48 2XX,BS10 5NB,Systemic connective tissue disorders,1
BS48 2XX,BS10 5NB,Dorsopathies,14
BS48 2XX,BS10 5NB,Soft tissue disorders,11
BS48 2XX,BS10 5NB,Osteopathies and chondropathies,4
BS48 2XX,BS10 5NB,Other disorders of the musculoskeletal system & conn. tiss.,0
BS48 2XX,BS10 5NB,Diseases of the kidney,4
BS48 2XX,BS10 5NB,Renal failure,4
BS48 2XX,BS10 5NB,Urolithiasis,4
BS48 2XX,BS10 5NB,Other disorders of kidney & ureter,0
BS48 2XX,BS10 5NB,Other diseases of the urinary system,12
BS48 2XX,BS10 5NB,Diseases of male genital organs,6
BS48 2XX,BS10 5NB,Disorders of breast,1
BS48 2XX,BS10 5NB,Inflammatory diseases of female pelvic organs,1
BS48 2XX,BS10 5NB,Noninflammatory disorders of female genital tract,9
BS48 2XX,BS10 5NB,Other disorders of the genitourinary system,0
BS48 2XX,BS10 5NB,Pregnancy with abortive outcome,5
BS48 2XX,BS10 5NB,Complications of labour and delivery,47
BS48 2XX,BS10 5NB,Delivery,1
BS48 2XX,BS10 5NB,Complications of fetus/neonate affected by maternal,0
BS48 2XX,BS10 5NB,Other conditions originating in the perinatal period,11
BS48 2XX,BS10 5NB,Congenital malformations,5
BS48 2XX,BS10 5NB,Chromosomal abnormalities nec.,0
BS48 2XX,BS10 5NB,Symptoms & signs inv. the circulatory/respiratory system,20
BS48 2XX,BS10 5NB,Symptoms & signs inv. the digestive system & abdomen,25
BS48 2XX,BS10 5NB,Symptoms & signs inv. the skin & subcutaneous tissue,2
BS48 2XX,BS10 5NB,Symptoms & signs inv. the nervous & musculoskeletal sys.,5
BS48 2XX,BS10 5NB,Symptoms & signs involving the urinary system,5
BS48 2XX,BS10 5NB,Symptoms & signs inv. Cognition perception etc.,4
BS48 2XX,BS10 5NB,Symptoms & signs inv. speech & voice,0
BS48 2XX,BS10 5NB,General symptoms & signs,14
BS48 2XX,BS10 5NB,Unknown & unspecified causes of morbidity,8
BS48 2XX,BS10 5NB,Abnormal findings of bodily fluids or samples without diag.,2
BS48 2XX,BS10 5NB,Abnormal findings on diagnostic imaging/function studies,2
BS48 2XX,BS10 5NB,Injuries to the head,8
BS48 2XX,BS10 5NB,Injuries to the neck,0
BS48 2XX,BS10 5NB,Injuries to the thorax,1
BS48 2XX,BS10 5NB,"Injuries to abdomen, lower back, lumbar spine & pelvis",2
BS48 2XX,BS10 5NB,Injuries to the shoulder & upper arm,2
BS48 2XX,BS10 5NB,Injuries to the elbow & forearm,3
BS48 2XX,BS10 5NB,Injuries to the wrist & hand,4
BS48 2XX,BS10 5NB,Injuries to the hip & thigh,4
BS48 2XX,BS10 5NB,Injuries to the knee & lower leg,3
BS48 2XX,BS10 5NB,Injuries to the ankle & foot,1
